isbn,title,author,category,description,image,price,stock
4219007037107,Soviet relations with India and Pakistan,Devendra Kaushik,Fiction,Soviet relations with India and Pakistan by Devendra Kaushik. An incredible book set in India.,https://covers.openlibrary.org/b/id/9822371-L.jpg,8.41,50
5675698195541,India's changing villages,S. C. Dube,Fiction,India's changing villages by S. C. Dube. An incredible book set in India.,https://covers.openlibrary.org/b/id/10068703-L.jpg,25.82,32
6127676998137,Pakistan,Anthony Hyman,Fiction,Pakistan by Anthony Hyman. An incredible book set in India.,https://covers.openlibrary.org/b/id/5018684-L.jpg,19.52,38
4254798327145,"Behind mud walls, 1930-1960",William Henricks Wiser,Fiction,"Behind mud walls, 1930-1960 by William Henricks Wiser. An incredible book set in India.",https://covers.openlibrary.org/b/id/323783-L.jpg,24.58,32
6078817376769,A glossary of judicial and revenue terms,H. H. Wilson,Fiction,A glossary of judicial and revenue terms by H. H. Wilson. An incredible book set in India.,https://covers.openlibrary.org/b/id/6263400-L.jpg,18.1,94
4703610466753,An incredible war,Bharat Kumar,Fiction,An incredible war by Bharat Kumar. An incredible book set in India.,https://covers.openlibrary.org/b/id/5256179-L.jpg,19.66,44
8650479369855,Indian unrest,"Chirol, Valentine Sir",Fiction,"Indian unrest by Chirol, Valentine Sir. An incredible book set in India.",https://covers.openlibrary.org/b/id/5656302-L.jpg,12.97,76
7945429238123,Paul Scott,Hilary Spurling,Fiction,Paul Scott by Hilary Spurling. An incredible book set in India.,https://covers.openlibrary.org/b/id/4951880-L.jpg,24.12,45
9758767949991,Raj,Gita Mehta,Fiction,Raj by Gita Mehta. An incredible book set in India.,https://covers.openlibrary.org/b/id/8016056-L.jpg,20.11,61
5367368720949,Indira Gandhi,Pupul Jayakar,Fiction,Indira Gandhi by Pupul Jayakar. An incredible book set in India.,https://covers.openlibrary.org/b/id/4653521-L.jpg,9.85,98
7778208262372,Introduction to the Constitution of India,Durga Das Basu,Fiction,Introduction to the Constitution of India by Durga Das Basu. An incredible book set in India.,https://covers.openlibrary.org/b/id/13337864-L.jpg,11.52,44
5478735932181,"Handbook of the birds of India and Pakistan together with those of Bangladesh, Nepal, Bhutan and Sri Lanka",Sálim Ali,Fiction,"Handbook of the birds of India and Pakistan together with those of Bangladesh, Nepal, Bhutan and Sri Lanka by Sálim Ali. An incredible book set in India.",https://covers.openlibrary.org/b/id/1129855-L.jpg,24.52,93
2193872283056,Portrait of India,Ved Mehta,Fiction,Portrait of India by Ved Mehta. An incredible book set in India.,https://covers.openlibrary.org/b/id/159841-L.jpg,20.08,80
8060118375965,The murder of the Mahatma,Gopal Das Khosla,Fiction,The murder of the Mahatma by Gopal Das Khosla. An incredible book set in India.,https://covers.openlibrary.org/b/id/15111458-L.jpg,7.94,15
8277334848342,Elections in India,"Singh, V. B.",Fiction,"Elections in India by Singh, V. B.. An incredible book set in India.",https://covers.openlibrary.org/b/id/9438843-L.jpg,11.62,40
4085052621126,A desert kingdom,Naveen Patnaik,Fiction,A desert kingdom by Naveen Patnaik. An incredible book set in India.,https://covers.openlibrary.org/b/id/1613094-L.jpg,14.62,89
1501744238204,India at the death of Akbar,W. H. Moreland,Fiction,India at the death of Akbar by W. H. Moreland. An incredible book set in India.,https://covers.openlibrary.org/b/id/5690516-L.jpg,9.75,53
3308212131840,Is India civilized?,"Woodroffe, John George Sir",Fiction,"Is India civilized? by Woodroffe, John George Sir. An incredible book set in India.",https://covers.openlibrary.org/b/id/5626443-L.jpg,25.04,12
5910476849176,Aditi and the one-eyed monkey,Suniti Namjoshi,Fiction,Aditi and the one-eyed monkey by Suniti Namjoshi. An incredible book set in India.,https://covers.openlibrary.org/b/id/7164282-L.jpg,24.62,44
8793607196837,The Indian mother goddess,Narendra Nath Bhattacharyya,Fiction,The Indian mother goddess by Narendra Nath Bhattacharyya. An incredible book set in India.,https://covers.openlibrary.org/b/id/3717397-L.jpg,8.38,92
4295189011550,Ghachar Ghochar,Vivek Shanbhag,Fiction,Ghachar Ghochar by Vivek Shanbhag. An incredible book set in India.,https://covers.openlibrary.org/b/id/13502048-L.jpg,8.46,69
7068501677192,Imagining India,Ronald B. Inden,Fiction,Imagining India by Ronald B. Inden. An incredible book set in India.,https://covers.openlibrary.org/b/id/5430623-L.jpg,13.87,52
5412910053511,Pilgrim son,John Masters,Fiction,Pilgrim son by John Masters. An incredible book set in India.,https://covers.openlibrary.org/b/id/12953066-L.jpg,6.09,99
8603254389625,"The rise of Portuguese power in India, 1497-1550",Richard Stephen Whiteway,Fiction,"The rise of Portuguese power in India, 1497-1550 by Richard Stephen Whiteway. An incredible book set in India.",https://covers.openlibrary.org/b/id/7215532-L.jpg,22.62,100
9907509957214,Monkfish moon,Romesh Gunesekera,Fiction,Monkfish moon by Romesh Gunesekera. An incredible book set in India.,https://covers.openlibrary.org/b/id/804796-L.jpg,18.36,98
8374518391694,Ancient Indian education,Radhakumud Mookerji,Fiction,Ancient Indian education by Radhakumud Mookerji. An incredible book set in India.,https://covers.openlibrary.org/b/id/2267219-L.jpg,19.58,21
9590656222749,"The Indian struggle, 1920-1942",Subhas Chandra Bose,Fiction,"The Indian struggle, 1920-1942 by Subhas Chandra Bose. An incredible book set in India.",https://covers.openlibrary.org/b/id/128151-L.jpg,13.59,64
9066581993591,Autonomy and Democratic Governance in Northeast India,M. Amarjeet Singh,Fiction,Autonomy and Democratic Governance in Northeast India by M. Amarjeet Singh. An incredible book set in India.,https://covers.openlibrary.org/b/id/14690170-L.jpg,15.5,58
1629393455827,2019 Parliamentary Elections in India,Subrata Kumar Mitra,Fiction,2019 Parliamentary Elections in India by Subrata Kumar Mitra. An incredible book set in India.,https://covers.openlibrary.org/b/id/13341665-L.jpg,17.0,85
4671636197138,Partition of India,H. M. Seervai,Fiction,Partition of India by H. M. Seervai. An incredible book set in India.,https://covers.openlibrary.org/b/id/4053062-L.jpg,12.04,36
9665216262309,"Growing populations, changing landscapes",Indian National Science Academy,Fiction,"Growing populations, changing landscapes by Indian National Science Academy. An incredible book set in India.",https://covers.openlibrary.org/b/id/2362802-L.jpg,11.79,12
1378862534119,Kundalini,Gopi Krishna,Fiction,Kundalini by Gopi Krishna. An incredible book set in India.,https://covers.openlibrary.org/b/id/817205-L.jpg,11.75,92
5054284149356,The Christian conquest of India,J. M. Thoburn,Fiction,The Christian conquest of India by J. M. Thoburn. An incredible book set in India.,https://covers.openlibrary.org/b/id/5972686-L.jpg,24.91,30
5703627155770,The spiritual heritage of India,Prabhavananda Swāmi,Fiction,The spiritual heritage of India by Prabhavananda Swāmi. An incredible book set in India.,https://covers.openlibrary.org/b/id/10809076-L.jpg,12.3,34
8649760045767,Too deep for tears,Kathryn Lynn Davis,Fiction,Too deep for tears by Kathryn Lynn Davis. An incredible book set in India.,https://covers.openlibrary.org/b/id/7250175-L.jpg,14.78,28
3470930832808,"Manchester men and Indian cotton, 1847-1872",Arthur W. Silver,Fiction,"Manchester men and Indian cotton, 1847-1872 by Arthur W. Silver. An incredible book set in India.",https://covers.openlibrary.org/b/id/5762330-L.jpg,18.94,91
9493694244897,"Codification, Macaulay and the Indian Penal Code",Wing Cheong Chan,Fiction,"Codification, Macaulay and the Indian Penal Code by Wing Cheong Chan. An incredible book set in India.",https://covers.openlibrary.org/b/id/13537298-L.jpg,25.49,54
5925689475658,Parliament in India. --,W. H. Morris-Jones,Fiction,Parliament in India. -- by W. H. Morris-Jones. An incredible book set in India.,https://covers.openlibrary.org/b/id/14910446-L.jpg,6.86,39
2076604749883,History of India,Lionel J. Trotter,Fiction,History of India by Lionel J. Trotter. An incredible book set in India.,https://covers.openlibrary.org/b/id/6039299-L.jpg,17.57,97
8170237097807,India Unveiled,Robert A. Arnett,Fiction,India Unveiled by Robert A. Arnett. An incredible book set in India.,https://covers.openlibrary.org/b/id/1696805-L.jpg,21.29,58
2103615437203,Indian speeches (1907-1909),"John Morley, 1st Viscount Morley of Blackburn",Fiction,"Indian speeches (1907-1909) by John Morley, 1st Viscount Morley of Blackburn. An incredible book set in India.",https://covers.openlibrary.org/b/id/5774580-L.jpg,14.81,28
8907776584321,The people of the mosque,L. Bevan Jones,Fiction,The people of the mosque by L. Bevan Jones. An incredible book set in India.,https://covers.openlibrary.org/b/id/12826174-L.jpg,16.65,54
1987510467774,Articles of faith,Ronojoy Sen,Fiction,Articles of faith by Ronojoy Sen. An incredible book set in India.,https://covers.openlibrary.org/b/id/6386872-L.jpg,20.55,93
3725134391825,How India wrought for freedom,Annie Wood Besant,Fiction,How India wrought for freedom by Annie Wood Besant. An incredible book set in India.,https://covers.openlibrary.org/b/id/1447028-L.jpg,14.35,19
3407378146121,"Shamans, mystics, and doctors",Sudhir Kakar,Fiction,"Shamans, mystics, and doctors by Sudhir Kakar. An incredible book set in India.",https://covers.openlibrary.org/b/id/141489-L.jpg,8.21,34
7172684014365,"Storytellers, Saints and Scoundrels",Kirin Narayan,Fiction,"Storytellers, Saints and Scoundrels by Kirin Narayan. An incredible book set in India.",https://covers.openlibrary.org/b/id/602458-L.jpg,24.63,29
3252612900242,Armies of the Raj,Byron Farwell,Fiction,Armies of the Raj by Byron Farwell. An incredible book set in India.,https://covers.openlibrary.org/b/id/248596-L.jpg,9.0,68
2404661467194,Reforming nuclear export controls,Ian Anthony,Fiction,Reforming nuclear export controls by Ian Anthony. An incredible book set in India.,https://covers.openlibrary.org/b/id/2334311-L.jpg,23.48,80
1881056225636,Geeta's Day (Child's Day Series),Prodeepta Das,Fiction,Geeta's Day (Child's Day Series) by Prodeepta Das. An incredible book set in India.,https://covers.openlibrary.org/b/id/1347145-L.jpg,20.74,56
6959296673537,Parliament in India,W. H. Morris-Jones,Fiction,Parliament in India by W. H. Morris-Jones. An incredible book set in India.,https://covers.openlibrary.org/b/id/15034101-L.jpg,19.77,71
3723143108897,The Great Partition,Yasmin Khan,Fiction,The Great Partition by Yasmin Khan. An incredible book set in India.,https://covers.openlibrary.org/b/id/1162289-L.jpg,25.59,29
9006899273194,Guilty without trial,Carolyn Sleightholme,Fiction,Guilty without trial by Carolyn Sleightholme. An incredible book set in India.,https://covers.openlibrary.org/b/id/4891202-L.jpg,20.1,37
6979112024015,The Penguin Guide to the Monuments of India,Philip Davies,Fiction,The Penguin Guide to the Monuments of India by Philip Davies. An incredible book set in India.,https://covers.openlibrary.org/b/id/12962387-L.jpg,14.01,20
8001431856132,Late Victorian Holocausts,Mike Davis,Fiction,Late Victorian Holocausts by Mike Davis. An incredible book set in India.,https://covers.openlibrary.org/b/id/914002-L.jpg,22.23,46
3561494562858,The Bokaro steel plant,Padma Desai,Fiction,The Bokaro steel plant by Padma Desai. An incredible book set in India.,https://covers.openlibrary.org/b/id/4503094-L.jpg,12.76,98
5627359346689,The Indian Corps in France,John Walter Beresford Merewether,Fiction,The Indian Corps in France by John Walter Beresford Merewether. An incredible book set in India.,https://covers.openlibrary.org/b/id/2024909-L.jpg,18.13,86
5817540975313,"Vilyatpur, 1848-1968",Tom G. Kessinger,Fiction,"Vilyatpur, 1848-1968 by Tom G. Kessinger. An incredible book set in India.",https://covers.openlibrary.org/b/id/9850658-L.jpg,18.75,77
2813887177349,Postmodern Gandhi and other essays,Lloyd I. Rudolph,Fiction,Postmodern Gandhi and other essays by Lloyd I. Rudolph. An incredible book set in India.,https://covers.openlibrary.org/b/id/142776-L.jpg,25.2,82
8231510509308,The Music of India,Reginald Massey,Fiction,The Music of India by Reginald Massey. An incredible book set in India.,https://covers.openlibrary.org/b/id/8005901-L.jpg,21.56,96
2138200264009,Ancient Indian rituals and their social contents,Narendra Nath Bhattacharyya,Fiction,Ancient Indian rituals and their social contents by Narendra Nath Bhattacharyya. An incredible book set in India.,https://covers.openlibrary.org/b/id/13836141-L.jpg,6.06,66
5946599271098,Education and citizenship in India,Leonard Alston,Fiction,Education and citizenship in India by Leonard Alston. An incredible book set in India.,https://covers.openlibrary.org/b/id/5592284-L.jpg,23.16,38
9369912689561,"Health, healing and beyond",T. K. V. Desikachar,Fiction,"Health, healing and beyond by T. K. V. Desikachar. An incredible book set in India.",https://covers.openlibrary.org/b/id/1652220-L.jpg,16.95,12
3894473436269,The sari,Mukulika Banerjee,Fiction,The sari by Mukulika Banerjee. An incredible book set in India.,https://covers.openlibrary.org/b/id/913339-L.jpg,13.48,71
1538301573898,Rethinking Middle Powers in the Asian Century,Tanguy Struye de Swielande,Fiction,Rethinking Middle Powers in the Asian Century by Tanguy Struye de Swielande. An incredible book set in India.,https://covers.openlibrary.org/b/id/13230029-L.jpg,18.08,75
1209379215696,A text-book of human physiology,L. Landois,Fiction,A text-book of human physiology by L. Landois. An incredible book set in India.,https://covers.openlibrary.org/b/id/5891044-L.jpg,19.13,16
5529446180128,Sepoys in the Trenches,Gordon Corrigan,Fiction,Sepoys in the Trenches by Gordon Corrigan. An incredible book set in India.,https://covers.openlibrary.org/b/id/4828359-L.jpg,13.15,13
2774953234370,"Fasting, feasting",Anita Desai,Fiction,"Fasting, feasting by Anita Desai. An incredible book set in India.",https://covers.openlibrary.org/b/id/6794683-L.jpg,17.96,72
6987282952836,An Anglo-Indian dictionary,George Clifford Whitworth,Fiction,An Anglo-Indian dictionary by George Clifford Whitworth. An incredible book set in India.,https://covers.openlibrary.org/b/id/10941674-L.jpg,10.29,95
9271508581073,The land-systems of British India,B. H. Baden-Powell,Fiction,The land-systems of British India by B. H. Baden-Powell. An incredible book set in India.,https://covers.openlibrary.org/b/id/5717621-L.jpg,21.08,22
4873683401403,Une sous-caste de l'Inde du Sud,Louis Dumont,Fiction,Une sous-caste de l'Inde du Sud by Louis Dumont. An incredible book set in India.,https://covers.openlibrary.org/b/id/9708426-L.jpg,7.5,70
8908419985709,Doctrine and argument in Indian philosophy,Ninian Smart,Fiction,Doctrine and argument in Indian philosophy by Ninian Smart. An incredible book set in India.,https://covers.openlibrary.org/b/id/4886101-L.jpg,22.23,39
9025676585013,The Tantric way,Ajit Mookerjee,Fiction,The Tantric way by Ajit Mookerjee. An incredible book set in India.,https://covers.openlibrary.org/b/id/316283-L.jpg,8.6,29
8415800283541,Hindoo female education,Priscilla Chapman,Fiction,Hindoo female education by Priscilla Chapman. An incredible book set in India.,https://covers.openlibrary.org/b/id/6250928-L.jpg,12.21,25
1922047280447,Sāṃkhya,Gerald James Larson,Fiction,Sāṃkhya by Gerald James Larson. An incredible book set in India.,https://covers.openlibrary.org/b/id/11001181-L.jpg,13.29,94
9446208617090,Musical instruments of India,Bigamudre Chaitanya Deva,Fiction,Musical instruments of India by Bigamudre Chaitanya Deva. An incredible book set in India.,https://covers.openlibrary.org/b/id/13820669-L.jpg,8.96,83
4436013353448,India in the world order,Baldev Raj Nayar,Fiction,India in the world order by Baldev Raj Nayar. An incredible book set in India.,https://covers.openlibrary.org/b/id/343767-L.jpg,23.9,50
1335399602070,Purdah,Frieda Hauswirth Das,Fiction,Purdah by Frieda Hauswirth Das. An incredible book set in India.,https://covers.openlibrary.org/b/id/4664196-L.jpg,14.24,11
9308608055987,Natives of northern India,William Crooke,Fiction,Natives of northern India by William Crooke. An incredible book set in India.,https://covers.openlibrary.org/b/id/6047391-L.jpg,14.02,72
2114048592050,Mother Teresa,Sam Wellman,Fiction,Mother Teresa by Sam Wellman. An incredible book set in India.,https://covers.openlibrary.org/b/id/4341490-L.jpg,7.36,43
8774230734901,Hullabaloo in the guava orchard,Kiran Desai,Fiction,Hullabaloo in the guava orchard by Kiran Desai. An incredible book set in India.,https://covers.openlibrary.org/b/id/241713-L.jpg,7.75,56
6071865067182,Pèlerinage aux sources,Lanza del Vasto,Fiction,Pèlerinage aux sources by Lanza del Vasto. An incredible book set in India.,https://covers.openlibrary.org/b/id/9740981-L.jpg,7.69,15
9368869947029,Buddhist India,Thomas William Rhys Davids,Fiction,Buddhist India by Thomas William Rhys Davids. An incredible book set in India.,https://covers.openlibrary.org/b/id/6027759-L.jpg,21.84,15
7144793761373,Tales of the Punjab told by the people,Flora Annie Webster Steel,Fiction,Tales of the Punjab told by the people by Flora Annie Webster Steel. An incredible book set in India.,https://covers.openlibrary.org/b/id/5572045-L.jpg,20.52,62
1150799778146,Vedic index of names and subjects,Arthur Anthony Macdonell,Fiction,Vedic index of names and subjects by Arthur Anthony Macdonell. An incredible book set in India.,https://covers.openlibrary.org/b/id/5750348-L.jpg,14.97,85
6087871509796,Les traditions indo-asiatiques,Louis Jacolliot,Fiction,Les traditions indo-asiatiques by Louis Jacolliot. An incredible book set in India.,https://covers.openlibrary.org/b/id/9865388-L.jpg,21.68,57
8871814351260,Journey to Ithaca,Anita Desai,Fiction,Journey to Ithaca by Anita Desai. An incredible book set in India.,https://covers.openlibrary.org/b/id/418260-L.jpg,20.84,22
6881340292182,More impertinence,Peter Arnott,Fiction,More impertinence by Peter Arnott. An incredible book set in India.,https://covers.openlibrary.org/b/id/12061888-L.jpg,24.56,54
5938755704164,The sepoy,Edmund Candler,Fiction,The sepoy by Edmund Candler. An incredible book set in India.,https://covers.openlibrary.org/b/id/6060133-L.jpg,24.59,21
9022297120019,Governing Gender and Sexuality in Colonial India,Jessica Hinchy,Fiction,Governing Gender and Sexuality in Colonial India by Jessica Hinchy. An incredible book set in India.,https://covers.openlibrary.org/b/id/9171015-L.jpg,16.27,69
9873675459046,"The state, IT, and development",Kenneth Keniston,Fiction,"The state, IT, and development by Kenneth Keniston. An incredible book set in India.",https://covers.openlibrary.org/b/id/4259949-L.jpg,18.62,27
9503778001382,Spirit of the Jungle,Bear Grylls,Fiction,Spirit of the Jungle by Bear Grylls. An incredible book set in India.,https://covers.openlibrary.org/b/id/10121177-L.jpg,17.17,58
2615912036177,Understanding Asian Philosophy,Alexus McLeod,Fiction,Understanding Asian Philosophy by Alexus McLeod. An incredible book set in India.,https://covers.openlibrary.org/b/id/12634988-L.jpg,11.46,33
6747111745980,These Savage Shores,Ram V,Fiction,These Savage Shores by Ram V. An incredible book set in India.,https://covers.openlibrary.org/b/id/12705642-L.jpg,8.46,87
4596521273330,The Modi effect,Lance Price,Fiction,The Modi effect by Lance Price. An incredible book set in India.,https://covers.openlibrary.org/b/id/11396918-L.jpg,12.33,90
1755664572321,Understanding Women's Land Rights,Prem Chowdhry,Fiction,Understanding Women's Land Rights by Prem Chowdhry. An incredible book set in India.,https://covers.openlibrary.org/b/id/14528767-L.jpg,14.79,99
3939181212964,An outline of the religious literature of India,J. N. Farquhar,Fiction,An outline of the religious literature of India by J. N. Farquhar. An incredible book set in India.,https://covers.openlibrary.org/b/id/5902805-L.jpg,12.51,46
1022796903985,India (Countries in the News),Anita Ganeri,Fiction,India (Countries in the News) by Anita Ganeri. An incredible book set in India.,https://covers.openlibrary.org/b/id/2972549-L.jpg,15.37,58
2463810661159,Bhava,U. R. Anantha Murthy,Fiction,Bhava by U. R. Anantha Murthy. An incredible book set in India.,https://covers.openlibrary.org/b/id/3760690-L.jpg,18.09,90
5560412993402,EUNUCH PARK:Fifteen Stories of Love and Destruction,Palash Krishna Mehrotra,Fiction,EUNUCH PARK:Fifteen Stories of Love and Destruction by Palash Krishna Mehrotra. An incredible book set in India.,https://covers.openlibrary.org/b/id/6426372-L.jpg,24.51,93
8874901678901,Imagen de la India,Julián Marías,Fiction,Imagen de la India by Julián Marías. An incredible book set in India.,https://covers.openlibrary.org/b/id/11651083-L.jpg,18.41,51
8695798768609,Imagined mobility,Michiel Baas,Fiction,Imagined mobility by Michiel Baas. An incredible book set in India.,https://covers.openlibrary.org/b/id/14251799-L.jpg,24.27,40
3582973515630,Resettling displaced people,Hari Mohan Mathur,Fiction,Resettling displaced people by Hari Mohan Mathur. An incredible book set in India.,https://covers.openlibrary.org/b/id/14571874-L.jpg,14.62,27
5955815038033,India mon amour,Dominique Lapierre,Fiction,India mon amour by Dominique Lapierre. An incredible book set in India.,https://covers.openlibrary.org/b/id/7275965-L.jpg,15.11,92
9461104377568,"The Fauna of British India, including Ceylon and Burma",C.T. Bingham,Fiction,"The Fauna of British India, including Ceylon and Burma by C.T. Bingham. An incredible book set in India.",https://covers.openlibrary.org/b/id/7339800-L.jpg,10.51,82
2137558421731,The Indian Army,Stephen P. Cohen,Fiction,The Indian Army by Stephen P. Cohen. An incredible book set in India.,https://covers.openlibrary.org/b/id/1129757-L.jpg,18.81,62
4324904147301,Environmental security,P. K. Gautam,Fiction,Environmental security by P. K. Gautam. An incredible book set in India.,https://covers.openlibrary.org/b/id/13208778-L.jpg,11.82,62
4890582607235,"Indian journals, March 1962-May 1963",Allen Ginsberg,Fiction,"Indian journals, March 1962-May 1963 by Allen Ginsberg. An incredible book set in India.",https://covers.openlibrary.org/b/id/568803-L.jpg,13.31,51
5509417781863,India old and new,Edward Washburn Hopkins,Fiction,India old and new by Edward Washburn Hopkins. An incredible book set in India.,https://covers.openlibrary.org/b/id/5857537-L.jpg,24.19,10
5964033254223,"Sainik samachar, 1909-2009",D. J. Narain,Fiction,"Sainik samachar, 1909-2009 by D. J. Narain. An incredible book set in India.",https://covers.openlibrary.org/b/id/13860395-L.jpg,17.27,32
1822913921919,One people,Devorah Hakohen,Fiction,One people by Devorah Hakohen. An incredible book set in India.,https://covers.openlibrary.org/b/id/9845650-L.jpg,25.04,62
3919017210281,History of the Assam Rifles,Leslie Waterfield Shakespear,Fiction,History of the Assam Rifles by Leslie Waterfield Shakespear. An incredible book set in India.,https://covers.openlibrary.org/b/id/2035542-L.jpg,24.93,61
2927508901405,A history of Indian political ideas,"Ghoshal, Upendra Nath",Fiction,"A history of Indian political ideas by Ghoshal, Upendra Nath. An incredible book set in India.",https://covers.openlibrary.org/b/id/9299556-L.jpg,9.78,77
6663635172685,Pandita Ramabai's American encounter,Ramabai Sarasvati Pandita,Fiction,Pandita Ramabai's American encounter by Ramabai Sarasvati Pandita. An incredible book set in India.,https://covers.openlibrary.org/b/id/8704059-L.jpg,25.44,51
9199173440254,La magie dans l'Inde antique,Victor Henry,Fiction,La magie dans l'Inde antique by Victor Henry. An incredible book set in India.,https://covers.openlibrary.org/b/id/4441799-L.jpg,6.57,17
3981457915926,Understanding contemporary India,Sumit Ganguly,Fiction,Understanding contemporary India by Sumit Ganguly. An incredible book set in India.,https://covers.openlibrary.org/b/id/4819824-L.jpg,17.91,92
4055312706235,Jamkhed,Mabelle Arole,Fiction,Jamkhed by Mabelle Arole. An incredible book set in India.,https://covers.openlibrary.org/b/id/2389606-L.jpg,15.47,28
8655264847930,"India, Pakistan, and the Kashmir Dispute",Robert G. Wirsing,Fiction,"India, Pakistan, and the Kashmir Dispute by Robert G. Wirsing. An incredible book set in India.",https://covers.openlibrary.org/b/id/1167669-L.jpg,16.79,72
6693431986973,The demon slayers and other stories,Sayantani DasGupta,Fiction,The demon slayers and other stories by Sayantani DasGupta. An incredible book set in India.,https://covers.openlibrary.org/b/id/1903969-L.jpg,14.93,77
1798553953453,Lands of the thunderbolt,Lawrence John Lumley Dundas Marquis of Zetland,Fiction,Lands of the thunderbolt by Lawrence John Lumley Dundas Marquis of Zetland. An incredible book set in India.,https://covers.openlibrary.org/b/id/1690642-L.jpg,10.68,83
3754498541714,India From Curzon to Nehru and After,Durga Das,Fiction,India From Curzon to Nehru and After by Durga Das. An incredible book set in India.,https://covers.openlibrary.org/b/id/14426402-L.jpg,12.75,76
1222758125800,India remembered,Pamela Mountbatten,Fiction,India remembered by Pamela Mountbatten. An incredible book set in India.,https://covers.openlibrary.org/b/id/2069017-L.jpg,25.43,63
7604984763634,Indien,Andreas Volwahsen,Fiction,Indien by Andreas Volwahsen. An incredible book set in India.,https://covers.openlibrary.org/b/id/14580841-L.jpg,18.39,18
5116152184820,Hindus of the Himalayas,Gerald Duane Berreman,Fiction,Hindus of the Himalayas by Gerald Duane Berreman. An incredible book set in India.,https://covers.openlibrary.org/b/id/4603776-L.jpg,7.55,57
9971928251019,Practice and procedure of Parliament,M. N. Kaul,Fiction,Practice and procedure of Parliament by M. N. Kaul. An incredible book set in India.,https://covers.openlibrary.org/b/id/8708757-L.jpg,11.34,72
8493598479266,Managing Indian banks,Vasant C. Joshi,Fiction,Managing Indian banks by Vasant C. Joshi. An incredible book set in India.,https://covers.openlibrary.org/b/id/4710454-L.jpg,16.6,32
7962518673805,Catalogue of the Sanskrit manuscripts in the British museum,British Museum. Department of Oriental Printed Books and Manuscripts.,Fiction,Catalogue of the Sanskrit manuscripts in the British museum by British Museum. Department of Oriental Printed Books and Manuscripts.. An incredible book set in India.,https://covers.openlibrary.org/b/id/5708888-L.jpg,7.17,36
6744438014020,Postcolonial insecurities,Sankaran Krishna,Fiction,Postcolonial insecurities by Sankaran Krishna. An incredible book set in India.,https://covers.openlibrary.org/b/id/1550882-L.jpg,17.41,59
7188669192666,British Colonial Policy in Burma,Aparna Mukherjee,Fiction,British Colonial Policy in Burma by Aparna Mukherjee. An incredible book set in India.,https://covers.openlibrary.org/b/id/6897191-L.jpg,18.44,38
3925303654317,Communications and power,Milton Israel,Fiction,Communications and power by Milton Israel. An incredible book set in India.,https://covers.openlibrary.org/b/id/341164-L.jpg,22.04,81
8108807973492,A story-teller's world,Rasipuram Krishnaswamy Narayan,Fiction,A story-teller's world by Rasipuram Krishnaswamy Narayan. An incredible book set in India.,https://covers.openlibrary.org/b/id/13310666-L.jpg,17.91,71
2736680770163,Faces of India,George Woodcock,Fiction,Faces of India by George Woodcock. An incredible book set in India.,https://covers.openlibrary.org/b/id/9498865-L.jpg,6.81,72
4866874942511,Clothing matters,Emma Tarlo,Fiction,Clothing matters by Emma Tarlo. An incredible book set in India.,https://covers.openlibrary.org/b/id/3812757-L.jpg,20.15,56
1063347672875,Caste in Indian politics,Rajni Kothari,Fiction,Caste in Indian politics by Rajni Kothari. An incredible book set in India.,https://covers.openlibrary.org/b/id/9957701-L.jpg,18.59,48
3074349143024,A photographic guide to the birds of India,Bikram Grewal,Fiction,A photographic guide to the birds of India by Bikram Grewal. An incredible book set in India.,https://covers.openlibrary.org/b/id/443284-L.jpg,12.39,53
1247749664413,Gendering caste through a feminist lens,Uma Chakravarti,Fiction,Gendering caste through a feminist lens by Uma Chakravarti. An incredible book set in India.,https://covers.openlibrary.org/b/id/4250382-L.jpg,7.37,52
6290489996462,The armies of India,George Fletcher MacMunn,Fiction,The armies of India by George Fletcher MacMunn. An incredible book set in India.,https://covers.openlibrary.org/b/id/5305755-L.jpg,20.02,17
5313628206835,Building Jaipur,Vibhuti Sachdev,Fiction,Building Jaipur by Vibhuti Sachdev. An incredible book set in India.,https://covers.openlibrary.org/b/id/1129920-L.jpg,25.8,19
5772646167877,The Moghul,Thomas Hoover,Fiction,The Moghul by Thomas Hoover. An incredible book set in India.,https://covers.openlibrary.org/b/id/6673631-L.jpg,8.78,27
9242539552855,Some beautiful Indian trees,Ethelbert Blatter,Fiction,Some beautiful Indian trees by Ethelbert Blatter. An incredible book set in India.,https://covers.openlibrary.org/b/id/1129442-L.jpg,25.76,16
4240332712447,Traditions of Indian folk dance,Kapila Vatsyayan,Fiction,Traditions of Indian folk dance by Kapila Vatsyayan. An incredible book set in India.,https://covers.openlibrary.org/b/id/6425249-L.jpg,25.72,82
6021505847027,The long road to Baghdad,Edmund Candler,Fiction,The long road to Baghdad by Edmund Candler. An incredible book set in India.,https://covers.openlibrary.org/b/id/6044719-L.jpg,18.83,15
3709036429215,Pure Vegetarian Indian Cookery,Pritam Uberoi,Fiction,Pure Vegetarian Indian Cookery by Pritam Uberoi. An incredible book set in India.,https://covers.openlibrary.org/b/id/14091807-L.jpg,7.97,98
8158598398536,The Shiites,David Pinault,Fiction,The Shiites by David Pinault. An incredible book set in India.,https://covers.openlibrary.org/b/id/1167142-L.jpg,22.18,27
5909819379556,Music of the Raj,Ian Woodfield,Fiction,Music of the Raj by Ian Woodfield. An incredible book set in India.,https://covers.openlibrary.org/b/id/1131658-L.jpg,12.41,43
