isbn,title,author,category,description,image,price,stock
6334083364741,The Pickwick Papers,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/13130696-L.jpg,15.67,42
9430649873951,Shirley,Charlotte Brontë,Fiction,A fantastic book by Charlotte Brontë.,https://covers.openlibrary.org/b/id/11024634-L.jpg,24.92,38
4940744872352,The Jungle Book,Rudyard Kipling,Fiction,A fantastic book by Rudyard Kipling.,https://covers.openlibrary.org/b/id/3344204-L.jpg,10.09,31
2165892468652,Nineteen Eighty-Four,George Orwell,Fiction,A fantastic book by George Orwell.,https://covers.openlibrary.org/b/id/9267242-L.jpg,21.39,46
7010080881318,The Road to Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/8243922-L.jpg,16.79,7
7493299234688,The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,A fantastic book by Edgar Allan Poe.,https://covers.openlibrary.org/b/id/11774455-L.jpg,11.17,37
7909158803265,The Riddle of the Sands,Erskine Childers,Fiction,A fantastic book by Erskine Childers.,https://covers.openlibrary.org/b/id/2293974-L.jpg,17.36,21
1704387610473,Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,Fiction,A fantastic book by Arthur Conan Doyle.,https://covers.openlibrary.org/b/id/9246429-L.jpg,25.76,11
5128953286598,The Sea Fairies,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/1814237-L.jpg,16.29,10
6092250457763,Les Misérables,Victor Hugo,Fiction,A fantastic book by Victor Hugo.,https://covers.openlibrary.org/b/id/12721865-L.jpg,19.87,45
1607718791974,Greenmantle,John Buchan,Fiction,A fantastic book by John Buchan.,https://covers.openlibrary.org/b/id/93023-L.jpg,19.05,21
1171879672390,The Club of Queer Trades,Gilbert Keith Chesterton,Fiction,A fantastic book by Gilbert Keith Chesterton.,https://covers.openlibrary.org/b/id/8242288-L.jpg,15.97,40
8519188261736,To the Lighthouse,Virginia Woolf,Fiction,A fantastic book by Virginia Woolf.,https://covers.openlibrary.org/b/id/8231846-L.jpg,13.2,26
5086155850661,Moonfleet,John Meade Falkner,Fiction,A fantastic book by John Meade Falkner.,https://covers.openlibrary.org/b/id/1118027-L.jpg,10.75,44
9766053928794,"Villette, a novel",Charlotte Brontë,Fiction,A fantastic book by Charlotte Brontë.,https://covers.openlibrary.org/b/id/5737854-L.jpg,17.63,25
4401341777404,Little men,Louisa May Alcott,Fiction,A fantastic book by Louisa May Alcott.,https://covers.openlibrary.org/b/id/8043576-L.jpg,24.46,48
4625441406355,Lady Chatterley's Lover,D. H. Lawrence,Fiction,A fantastic book by D. H. Lawrence.,https://covers.openlibrary.org/b/id/12983362-L.jpg,20.95,45
7654920264942,Baum's American Fairy Tales,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/709869-L.jpg,18.52,24
6487280590148,The Happy Prince and other tales,Oscar Wilde,Fiction,A fantastic book by Oscar Wilde.,https://covers.openlibrary.org/b/id/10608467-L.jpg,10.46,46
5724144793593,She,H. Rider Haggard,Fiction,A fantastic book by H. Rider Haggard.,https://covers.openlibrary.org/b/id/295537-L.jpg,27.3,7
9514350226697,The deerslayer,James Fenimore Cooper,Fiction,A fantastic book by James Fenimore Cooper.,https://covers.openlibrary.org/b/id/8237593-L.jpg,16.34,45
5209437067600,The Scarecrow of Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/431586-L.jpg,11.54,16
9134726525675,Allan Quatermain,H. Rider Haggard,Fiction,A fantastic book by H. Rider Haggard.,https://covers.openlibrary.org/b/id/830243-L.jpg,20.55,49
8274682229616,Howards End,E. M. Forster,Fiction,A fantastic book by E. M. Forster.,https://covers.openlibrary.org/b/id/8235207-L.jpg,24.08,12
9114771372049,The Magic of Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/5071176-L.jpg,21.69,35
7794016325699,The Beautiful and Damned,F. Scott Fitzgerald,Fiction,A fantastic book by F. Scott Fitzgerald.,https://covers.openlibrary.org/b/id/7152019-L.jpg,20.92,28
9805464057165,This Side of Paradise,F. Scott Fitzgerald,Fiction,A fantastic book by F. Scott Fitzgerald.,https://covers.openlibrary.org/b/id/8243609-L.jpg,28.95,35
7877353034105,Winter's Tale,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/7405847-L.jpg,18.47,50
6915611307483,Metamorphoses,Ovid,Fiction,A fantastic book by Ovid.,https://covers.openlibrary.org/b/id/7212118-L.jpg,18.41,13
6632653466554,Pericles,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/7165070-L.jpg,19.28,14
4515485417153,Tik-Tok of Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/8243277-L.jpg,17.45,13
1021671251580,Rinkitink in Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/765814-L.jpg,20.54,11
9250211007010,The Princess and Curdie,George MacDonald,Fiction,A fantastic book by George MacDonald.,https://covers.openlibrary.org/b/id/14357835-L.jpg,21.57,9
7982374725587,Ivanhoe,Sir Walter Scott,Fiction,A fantastic book by Sir Walter Scott.,https://covers.openlibrary.org/b/id/314235-L.jpg,11.93,18
7630286982509,Lilith,George MacDonald,Fiction,A fantastic book by George MacDonald.,https://covers.openlibrary.org/b/id/14364546-L.jpg,23.04,13
8280607292097,"Henry IV, Part 2",William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/7339581-L.jpg,16.8,41
2320191818457,The King in Yellow,Robert W. Chambers,Fiction,A fantastic book by Robert W. Chambers.,https://covers.openlibrary.org/b/id/4752788-L.jpg,27.37,26
9946251426341,The Enchanted Castle,Edith Nesbit,Fiction,A fantastic book by Edith Nesbit.,https://covers.openlibrary.org/b/id/6644514-L.jpg,17.92,41
1120049061302,Mrs. Dalloway,Virginia Woolf,Fiction,A fantastic book by Virginia Woolf.,https://covers.openlibrary.org/b/id/6397580-L.jpg,27.41,47
6170760136655,The Book of Tea,Okakura Kakuzō,Fiction,A fantastic book by Okakura Kakuzō.,https://covers.openlibrary.org/b/id/8245415-L.jpg,10.65,15
2632648071045,Cranford,Elizabeth Cleghorn Gaskell,Fiction,A fantastic book by Elizabeth Cleghorn Gaskell.,https://covers.openlibrary.org/b/id/5188445-L.jpg,20.53,41
2789517936483,The Coral Island,Robert Michael Ballantyne,Fiction,A fantastic book by Robert Michael Ballantyne.,https://covers.openlibrary.org/b/id/8242206-L.jpg,19.68,20
3728762884580,A history of New York,Washington Irving,Fiction,A fantastic book by Washington Irving.,https://covers.openlibrary.org/b/id/1991009-L.jpg,29.89,6
5840408408888,Phantastes,George MacDonald,Fiction,A fantastic book by George MacDonald.,https://covers.openlibrary.org/b/id/14358814-L.jpg,22.71,14
4940461993202,The House of Seven Gables Readalong,Nathaniel Hawthorne,Fiction,A fantastic book by Nathaniel Hawthorne.,https://covers.openlibrary.org/b/id/10956643-L.jpg,16.81,41
6070021956114,L’étranger,Albert Camus,Fiction,A fantastic book by Albert Camus.,https://covers.openlibrary.org/b/id/13151269-L.jpg,23.53,45
4743041884198,Barchester Towers,Anthony Trollope,Fiction,A fantastic book by Anthony Trollope.,https://covers.openlibrary.org/b/id/1468666-L.jpg,14.09,14
1978709967869,As You Like It,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/7338874-L.jpg,22.34,16
3213989580413,The Wisdom of Father Brown,Gilbert Keith Chesterton,Fiction,A fantastic book by Gilbert Keith Chesterton.,https://covers.openlibrary.org/b/id/2598178-L.jpg,18.63,48
5081267986151,Voyage Out,Virginia Woolf,Fiction,A fantastic book by Virginia Woolf.,https://covers.openlibrary.org/b/id/12621766-L.jpg,12.68,12
9044593958406,Ayesha,H. Rider Haggard,Fiction,A fantastic book by H. Rider Haggard.,https://covers.openlibrary.org/b/id/12640128-L.jpg,23.98,46
7323673392356,Sister Carrie,Theodore Dreiser,Fiction,A fantastic book by Theodore Dreiser.,https://covers.openlibrary.org/b/id/9330145-L.jpg,14.92,38
2229488029868,The White Company,Arthur Conan Doyle,Fiction,A fantastic book by Arthur Conan Doyle.,https://covers.openlibrary.org/b/id/8244602-L.jpg,11.13,42
2164427123682,The Hobbit,J.R.R. Tolkien,Fiction,A fantastic book by J.R.R. Tolkien.,https://covers.openlibrary.org/b/id/14627509-L.jpg,29.31,37
9738060536066,The Tin Woodman of Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/755973-L.jpg,21.08,10
9236586622166,The  man who would be king,Rudyard Kipling,Fiction,A fantastic book by Rudyard Kipling.,https://covers.openlibrary.org/b/id/6021425-L.jpg,29.04,19
2325181356732,The Alhambra,Washington Irving,Fiction,A fantastic book by Washington Irving.,https://covers.openlibrary.org/b/id/8237030-L.jpg,20.65,49
2722178809898,The War of the Worlds,H. G. Wells,Fiction,A fantastic book by H. G. Wells.,https://covers.openlibrary.org/b/id/36314-L.jpg,16.56,26
4219901296419,A Princess of Mars,Edgar Rice Burroughs,Fiction,A fantastic book by Edgar Rice Burroughs.,https://covers.openlibrary.org/b/id/207226-L.jpg,24.61,45
1733854370008,The Importance of Being Earnest,Oscar Wilde,Fiction,A fantastic book by Oscar Wilde.,https://covers.openlibrary.org/b/id/1260453-L.jpg,24.24,41
5260018364722,The Napoleon of Notting Hill,Gilbert Keith Chesterton,Fiction,A fantastic book by Gilbert Keith Chesterton.,https://covers.openlibrary.org/b/id/6980094-L.jpg,24.81,34
7596684428451,Glinda of Oz,L. Frank Baum,Fiction,A fantastic book by L. Frank Baum.,https://covers.openlibrary.org/b/id/758814-L.jpg,16.4,48
2499853389285,Quo Vadis? Powieść z czasów Nerona,Henryk Sienkiewicz,Fiction,A fantastic book by Henryk Sienkiewicz.,https://covers.openlibrary.org/b/id/833096-L.jpg,12.9,14
4417090542714,Orlando,Virginia Woolf,Fiction,A fantastic book by Virginia Woolf.,https://covers.openlibrary.org/b/id/3240273-L.jpg,11.23,33
7791595008836,Babbitt,Sinclair Lewis,Fiction,A fantastic book by Sinclair Lewis.,https://covers.openlibrary.org/b/id/6376827-L.jpg,22.74,5
4607749554770,La dame aux camélias [novel],Alexandre Dumas fils,Fiction,A fantastic book by Alexandre Dumas fils.,https://covers.openlibrary.org/b/id/14565226-L.jpg,21.57,11
7185597824891,Confessions,Augustine of Hippo,Fiction,A fantastic book by Augustine of Hippo.,https://covers.openlibrary.org/b/id/9022521-L.jpg,10.69,14
3702043948088,Flower Fables,Louisa May Alcott,Fiction,A fantastic book by Louisa May Alcott.,https://covers.openlibrary.org/b/id/755980-L.jpg,17.52,45
9763005486079,The Heritage of the Desert,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/12046355-L.jpg,24.24,40
1080161697066,Inferno,Dante Alighieri,Fiction,A fantastic book by Dante Alighieri.,https://covers.openlibrary.org/b/id/6387077-L.jpg,16.05,49
8117672706723,Emily of New Moon,Lucy Maud Montgomery,Fiction,A fantastic book by Lucy Maud Montgomery.,https://covers.openlibrary.org/b/id/14638065-L.jpg,15.41,42
6961436367200,The Magic City,Edith Nesbit,Fiction,A fantastic book by Edith Nesbit.,https://covers.openlibrary.org/b/id/1673063-L.jpg,29.14,46
8333138960087,Peter Pan,J. M. Barrie,Fiction,A fantastic book by J. M. Barrie.,https://covers.openlibrary.org/b/id/8237052-L.jpg,20.58,46
2069460347062,The Chimes,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/9284863-L.jpg,21.7,38
5683527149176,La père Goriot,Honoré de Balzac,Fiction,A fantastic book by Honoré de Balzac.,https://covers.openlibrary.org/b/id/8237944-L.jpg,10.36,49
1054948819187,The Phoenix and the Carpet,Edith Nesbit,Fiction,A fantastic book by Edith Nesbit.,https://covers.openlibrary.org/b/id/902122-L.jpg,24.46,44
3603001626901,Mr. Standfast,John Buchan,Fiction,A fantastic book by John Buchan.,https://covers.openlibrary.org/b/id/6962564-L.jpg,28.28,25
3161411619443,Идиот,Фёдор Михайлович Достоевский,Fiction,A fantastic book by Фёдор Михайлович Достоевский.,https://covers.openlibrary.org/b/id/11226648-L.jpg,15.7,50
8037195005136,The History of Tom Jones,Henry Fielding,Fiction,A fantastic book by Henry Fielding.,https://covers.openlibrary.org/b/id/12968864-L.jpg,11.7,35
7762558329405,Idle Thoughts of an Idle Fellow,Jerome Klapka Jérôme,Fiction,A fantastic book by Jerome Klapka Jérôme.,https://covers.openlibrary.org/b/id/8243128-L.jpg,15.95,14
8159028951315,Metamorphoses,Lucius Apuleius,Fiction,A fantastic book by Lucius Apuleius.,https://covers.openlibrary.org/b/id/6596872-L.jpg,15.52,13
7369694416167,The Portrait of a Lady,Henry James,Fiction,A fantastic book by Henry James.,https://covers.openlibrary.org/b/id/3352367-L.jpg,12.13,19
5776759564298,The Great God Pan,Arthur Machen,Fiction,A fantastic book by Arthur Machen.,https://covers.openlibrary.org/b/id/921610-L.jpg,13.89,37
1782919359593,Le avventure di Pinocchio,Carlo Collodi,Fiction,A fantastic book by Carlo Collodi.,https://covers.openlibrary.org/b/id/8597022-L.jpg,14.55,6
7394764595329,The Last Man,Mary Shelley,Fiction,A fantastic book by Mary Shelley.,https://covers.openlibrary.org/b/id/882662-L.jpg,26.13,16
8421656694841,The Pathfinder,James Fenimore Cooper,Fiction,A fantastic book by James Fenimore Cooper.,https://covers.openlibrary.org/b/id/8980913-L.jpg,24.74,6
8923924080122,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,Fiction,A fantastic book by Jules Verne.,https://covers.openlibrary.org/b/id/6976035-L.jpg,12.19,15
1713791852428,"The Norsemen in the West, or, America before Columbus",Robert Michael Ballantyne,Fiction,A fantastic book by Robert Michael Ballantyne.,https://covers.openlibrary.org/b/id/1803304-L.jpg,23.37,15
7342674542888,"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,Fiction,A fantastic book by Thomas Hardy.,https://covers.openlibrary.org/b/id/902186-L.jpg,12.82,8
4734034709822,Jude the Obscure,Thomas Hardy,Fiction,A fantastic book by Thomas Hardy.,https://covers.openlibrary.org/b/id/12973053-L.jpg,28.64,7
1756144973096,De la démocratie en Amérique,Alexis de Tocqueville,Fiction,A fantastic book by Alexis de Tocqueville.,https://covers.openlibrary.org/b/id/45979-L.jpg,19.38,36
5645851990724,The Golden Age,Kenneth Grahame,Fiction,A fantastic book by Kenneth Grahame.,https://covers.openlibrary.org/b/id/6330294-L.jpg,18.21,16
5955441523042,The Man of the Forest,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/8863288-L.jpg,25.84,21
4149484500390,The warlord of Mars #3,Edgar Rice Burroughs,Fiction,A fantastic book by Edgar Rice Burroughs.,https://covers.openlibrary.org/b/id/207141-L.jpg,24.79,49
2166384286844,Tanglewood Tales,Nathaniel Hawthorne,Fiction,A fantastic book by Nathaniel Hawthorne.,https://covers.openlibrary.org/b/id/8243662-L.jpg,12.95,48
8407334469242,Bleak House,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/9279273-L.jpg,23.42,37
1528811692203,Basil,Wilkie Collins,Fiction,A fantastic book by Wilkie Collins.,https://covers.openlibrary.org/b/id/12968342-L.jpg,24.04,35
2291764935903,Princesse de Clèves,Madame de La Fayette,Fiction,A fantastic book by Madame de La Fayette.,https://covers.openlibrary.org/b/id/119470-L.jpg,12.39,17
5496998487540,The Mysterious Rider,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/2011171-L.jpg,29.47,30
6123922583475,Игрокъ,Фёдор Михайлович Достоевский,Fiction,A fantastic book by Фёдор Михайлович Достоевский.,https://covers.openlibrary.org/b/id/3293339-L.jpg,21.29,41
9700936804355,The Souls of Black Folk,W. E. B. Du Bois,Fiction,A fantastic book by W. E. B. Du Bois.,https://covers.openlibrary.org/b/id/6564090-L.jpg,17.0,26
9124563282457,The Song of the Lark,Willa Cather,Fiction,A fantastic book by Willa Cather.,https://covers.openlibrary.org/b/id/6728038-L.jpg,18.61,15
7817324934399,Roughing It,Mark Twain,Fiction,A fantastic book by Mark Twain.,https://covers.openlibrary.org/b/id/9165528-L.jpg,22.68,36
6420295400782,Of Human Bondage,William Somerset Maugham,Fiction,A fantastic book by William Somerset Maugham.,https://covers.openlibrary.org/b/id/5277723-L.jpg,13.43,24
8451048401190,Mosses from an Old Manse,Nathaniel Hawthorne,Fiction,A fantastic book by Nathaniel Hawthorne.,https://covers.openlibrary.org/b/id/9263396-L.jpg,22.19,10
6661133619454,Burning Daylight,Jack London,Fiction,A fantastic book by Jack London.,https://covers.openlibrary.org/b/id/8245391-L.jpg,19.49,33
3622449589923,Timon of Athens,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/7329261-L.jpg,21.95,23
1186821288770,Le rouge et le noir,Stendhal,Fiction,A fantastic book by Stendhal.,https://covers.openlibrary.org/b/id/8231413-L.jpg,11.04,33
5967055606451,Much Ado About Nothing,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/8290853-L.jpg,13.07,24
1476045748316,La tulipe noire,Alexandre Dumas,Fiction,A fantastic book by Alexandre Dumas.,https://covers.openlibrary.org/b/id/14565101-L.jpg,25.47,50
2327137933065,The Prairie,James Fenimore Cooper,Fiction,A fantastic book by James Fenimore Cooper.,https://covers.openlibrary.org/b/id/5578106-L.jpg,17.84,12
8556199058492,Harry Potter and the Philosopher's Stone,J. K. Rowling,Fiction,A fantastic book by J. K. Rowling.,https://covers.openlibrary.org/b/id/15155833-L.jpg,16.01,24
5493016778272,The moon and sixpence,William Somerset Maugham,Fiction,A fantastic book by William Somerset Maugham.,https://covers.openlibrary.org/b/id/314604-L.jpg,10.16,45
2399246059532,The Woodlanders,Thomas Hardy,Fiction,A fantastic book by Thomas Hardy.,https://covers.openlibrary.org/b/id/8243078-L.jpg,22.51,28
1437056389482,The Narrative of Arthur Gordon Pym,Edgar Allan Poe,Fiction,A fantastic book by Edgar Allan Poe.,https://covers.openlibrary.org/b/id/7160877-L.jpg,23.96,24
9503311285200,The Life and Adventures of Nicholas Nickleby,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/9283905-L.jpg,18.6,28
2653128348433,Love Insurance,Earl Derr Biggers,Fiction,A fantastic book by Earl Derr Biggers.,https://covers.openlibrary.org/b/id/5830190-L.jpg,27.66,14
1701285035721,The Night Before Christmas,Clement Clarke Moore,Fiction,A fantastic book by Clement Clarke Moore.,https://covers.openlibrary.org/b/id/8236410-L.jpg,15.02,31
3886757499078,White Fang,Jack London,Fiction,A fantastic book by Jack London.,https://covers.openlibrary.org/b/id/8236920-L.jpg,19.95,43
2347944857151,The Longest Journey,E. M. Forster,Fiction,A fantastic book by E. M. Forster.,https://covers.openlibrary.org/b/id/2955358-L.jpg,12.68,27
9319645282515,Incidents in the Life of a Slave Girl,Harriet A. Jacobs,Fiction,A fantastic book by Harriet A. Jacobs.,https://covers.openlibrary.org/b/id/411542-L.jpg,21.41,23
1485611511015,The Law and the Lady,Wilkie Collins,Fiction,A fantastic book by Wilkie Collins.,https://covers.openlibrary.org/b/id/6396941-L.jpg,21.09,50
5688892440408,The Insidious Dr. Fu Manchu,Sax Rohmer,Fiction,A fantastic book by Sax Rohmer.,https://covers.openlibrary.org/b/id/6627741-L.jpg,15.82,29
2120450701448,Vingt mille lieues sous les mers,Jules Verne,Fiction,A fantastic book by Jules Verne.,https://covers.openlibrary.org/b/id/6573517-L.jpg,20.72,16
1088394530437,Where Angels Fear to Tread,E. M. Forster,Fiction,A fantastic book by E. M. Forster.,https://covers.openlibrary.org/b/id/107982-L.jpg,11.42,11
1779831392751,कामसूत्र,Vatsyāyana,Fiction,A fantastic book by Vatsyāyana.,https://covers.openlibrary.org/b/id/8003766-L.jpg,22.06,13
9616329536744,Chronicles of Avonlea,Lucy Maud Montgomery,Fiction,A fantastic book by Lucy Maud Montgomery.,https://covers.openlibrary.org/b/id/14635990-L.jpg,26.02,28
3519512693618,Rob Roy,Sir Walter Scott,Fiction,A fantastic book by Sir Walter Scott.,https://covers.openlibrary.org/b/id/8240340-L.jpg,23.51,20
6728491843640,The Rainbow Trail,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/6555618-L.jpg,16.3,43
5725778439555,"Waverley; or, 'Tis sixty years since ...",Sir Walter Scott,Fiction,A fantastic book by Sir Walter Scott.,https://covers.openlibrary.org/b/id/2838526-L.jpg,11.58,48
5907157807773,The pioneers,James Fenimore Cooper,Fiction,A fantastic book by James Fenimore Cooper.,https://covers.openlibrary.org/b/id/9000512-L.jpg,13.01,10
8765788487428,"Esther Waters, a novel",George Moore,Fiction,A fantastic book by George Moore.,https://covers.openlibrary.org/b/id/5986854-L.jpg,16.41,43
9573874735982,The Golden Bough,James George Frazer,Fiction,A fantastic book by James George Frazer.,https://covers.openlibrary.org/b/id/8876695-L.jpg,15.84,25
3871248091483,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Fiction,A fantastic book by Robert Louis Stevenson.,https://covers.openlibrary.org/b/id/295773-L.jpg,21.32,37
4006637628138,Le Morte d'Arthur,Thomas Malory,Fiction,A fantastic book by Thomas Malory.,https://covers.openlibrary.org/b/id/8231834-L.jpg,21.99,44
9952103517026,Hedda Gabler,Henrik Ibsen,Fiction,A fantastic book by Henrik Ibsen.,https://covers.openlibrary.org/b/id/12481427-L.jpg,24.32,11
9168676954932,The uncommercial traveller,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/9284872-L.jpg,27.03,5
3434713967807,Twice-Told Tales,Nathaniel Hawthorne,Fiction,A fantastic book by Nathaniel Hawthorne.,https://covers.openlibrary.org/b/id/10223473-L.jpg,13.27,21
1146120998820,Two years before the mast,Richard Henry Dana,Fiction,A fantastic book by Richard Henry Dana.,https://covers.openlibrary.org/b/id/8245243-L.jpg,24.59,10
2594746298465,Burya,William Shakespeare,Fiction,A fantastic book by William Shakespeare.,https://covers.openlibrary.org/b/id/12117797-L.jpg,18.8,25
7380201081558,Tender Buttons,Gertrude Stein,Fiction,A fantastic book by Gertrude Stein.,https://covers.openlibrary.org/b/id/756373-L.jpg,18.5,30
8411057428882,The Spirit of the Border,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/603551-L.jpg,19.56,14
3985621834096,One of Ours,Willa Cather,Fiction,A fantastic book by Willa Cather.,https://covers.openlibrary.org/b/id/12667866-L.jpg,14.23,17
1943060465973,Cleopatra,H. Rider Haggard,Fiction,A fantastic book by H. Rider Haggard.,https://covers.openlibrary.org/b/id/1748730-L.jpg,17.96,11
3016169876233,An Old-Fashioned Girl,Louisa May Alcott,Fiction,A fantastic book by Louisa May Alcott.,https://covers.openlibrary.org/b/id/8244533-L.jpg,15.94,37
1349970354852,The Rainbow,D. H. Lawrence,Fiction,A fantastic book by D. H. Lawrence.,https://covers.openlibrary.org/b/id/13028918-L.jpg,28.41,46
4882111183098,The Lone Star Ranger,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/4813849-L.jpg,21.34,16
3081921967233,A Lost Lady,Willa Cather,Fiction,A fantastic book by Willa Cather.,https://covers.openlibrary.org/b/id/1513199-L.jpg,19.79,38
4508869621389,Trent's Last Case,E. C. Bentley,Fiction,A fantastic book by E. C. Bentley.,https://covers.openlibrary.org/b/id/118583-L.jpg,26.62,24
7248597950413,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas,Fiction,A fantastic book by Alexandre Dumas.,https://covers.openlibrary.org/b/id/14564690-L.jpg,24.93,10
4132764834068,The Good Soldier,Ford Madox Ford,Fiction,A fantastic book by Ford Madox Ford.,https://covers.openlibrary.org/b/id/908543-L.jpg,24.03,8
6540404146475,The Financier,Theodore Dreiser,Fiction,A fantastic book by Theodore Dreiser.,https://covers.openlibrary.org/b/id/8293120-L.jpg,23.28,8
1500019021922,The Magic World,Edith Nesbit,Fiction,A fantastic book by Edith Nesbit.,https://covers.openlibrary.org/b/id/2970137-L.jpg,19.88,20
4655601055521,Barnaby Rudge,Charles Dickens,Fiction,A fantastic book by Charles Dickens.,https://covers.openlibrary.org/b/id/9283961-L.jpg,11.25,12
6470982255863,Kidnapped,Robert Louis Stevenson,Fiction,A fantastic book by Robert Louis Stevenson.,https://covers.openlibrary.org/b/id/8267822-L.jpg,26.98,42
2098694984178,The Titan,Theodore Dreiser,Fiction,A fantastic book by Theodore Dreiser.,https://covers.openlibrary.org/b/id/9330147-L.jpg,14.83,32
5582170672222,"The sketch-book of Geoffrey Crayon, Esq",Washington Irving,Fiction,A fantastic book by Washington Irving.,https://covers.openlibrary.org/b/id/7162030-L.jpg,29.59,42
1015161205334,"The Federalist, or, The New Constitution",Alexander Hamilton,Fiction,A fantastic book by Alexander Hamilton.,https://covers.openlibrary.org/b/id/14850185-L.jpg,10.8,37
9426875622566,The Awakening,Kate Chopin,Fiction,A fantastic book by Kate Chopin.,https://covers.openlibrary.org/b/id/8750241-L.jpg,11.48,13
3301803069450,Desert Gold,Zane Grey,Fiction,A fantastic book by Zane Grey.,https://covers.openlibrary.org/b/id/1759268-L.jpg,25.73,19
8122611586244,"News from nowhere, or, An epoch of rest, being some chapters from a utopian romance",William Morris,Fiction,A fantastic book by William Morris.,https://covers.openlibrary.org/b/id/338173-L.jpg,23.81,13
7946070825904,The Poison Belt,Arthur Conan Doyle,Fiction,A fantastic book by Arthur Conan Doyle.,https://covers.openlibrary.org/b/id/5788361-L.jpg,29.36,32
4429131463469,Fables,Jean de La Fontaine,Fiction,A fantastic book by Jean de La Fontaine.,https://covers.openlibrary.org/b/id/976209-L.jpg,27.38,50
8443696981671,Lord Jim,Joseph Conrad,Fiction,A fantastic book by Joseph Conrad.,https://covers.openlibrary.org/b/id/8236295-L.jpg,14.51,24
3286108351947,Falkner,Mary Shelley,Fiction,A fantastic book by Mary Shelley.,https://covers.openlibrary.org/b/id/1979512-L.jpg,24.46,8
7461723728867,Death Comes for the Archbishop,Willa Cather,Fiction,A fantastic book by Willa Cather.,https://covers.openlibrary.org/b/id/6833506-L.jpg,26.91,34
2474390900295,She and Allan,H. Rider Haggard,Fiction,A fantastic book by H. Rider Haggard.,https://covers.openlibrary.org/b/id/1930790-L.jpg,23.89,31
2450675538949,Prester John,John Buchan,Fiction,A fantastic book by John Buchan.,https://covers.openlibrary.org/b/id/5981967-L.jpg,26.56,40
2589531115033,À rebours,Joris-Karl Huysmans,Fiction,A fantastic book by Joris-Karl Huysmans.,https://covers.openlibrary.org/b/id/13170209-L.jpg,18.84,50
2572451135322,Erewhon,Samuel Butler,Fiction,A fantastic book by Samuel Butler.,https://covers.openlibrary.org/b/id/825789-L.jpg,10.15,8
1668872952631,The Warden,Anthony Trollope,Fiction,A fantastic book by Anthony Trollope.,https://covers.openlibrary.org/b/id/8238730-L.jpg,17.99,24
3305929957698,Riceyman Steps,Arnold Bennett,Fiction,A fantastic book by Arnold Bennett.,https://covers.openlibrary.org/b/id/696629-L.jpg,11.65,16
9524753592388,The Secret Agent,Joseph Conrad,Fiction,A fantastic book by Joseph Conrad.,https://covers.openlibrary.org/b/id/8239401-L.jpg,15.1,43
